coupon_id,valid_date,discount,email
7348,2022-10-06,19.7,lflieg1v@linkedin.com
7349,2023-07-07,62.43,iolivazzi3f@delicious.com
7350,2023-10-22,43.38,cjacquet2r@addthis.com
7351,2024-05-12,18.17,cvero4p@paginegialle.it
7352,2024-07-08,74.06,chutchison40@digg.com
7353,2023-09-11,22.86,tkarpfen3c@nhs.uk
7354,2025-06-01,73.36,fdayment1g@booking.com
7355,2022-07-28,26.74,gseid4z@webs.com
7356,2022-08-24,61.88,kspada4j@latimes.com
7357,2025-11-15,51.4,bdobkin2a@loc.gov
7358,2023-06-21,96.09,hfetterplace2v@phoca.cz
7359,2025-08-21,87.13,lesplin5f@google.co.jp
7360,2023-11-04,93.3,acundy3b@springer.com
7361,2023-05-04,72.73,kdowd32@goodreads.com
7362,2025-06-20,72.79,lmolan4e@dyndns.org
7363,2025-10-04,83.93,ttease11@mysql.com
7364,2023-04-20,80.31,aburnsall52@walmart.com
7365,2021-01-23,44.45,cedmonston4t@sphinn.com
7366,2021-05-17,83.57,gbarrows17@aboutads.info
7367,2021-06-15,23.79,ladams37@intel.com
7368,2021-09-30,48.77,aburnsall52@walmart.com
7369,2023-07-28,73.05,hstraneo3h@over-blog.com
7370,2022-04-29,85.55,lclutterham59@google.ca
7371,2021-03-22,70.15,oleneham56@amazon.co.uk
7372,2023-12-22,11.81,dnealand5g@merriam-webster.com
7373,2023-12-21,58.76,ladams37@intel.com
7374,2023-07-23,33.19,abird27@tmall.com
7375,2021-10-21,62.76,rschrader3e@ihg.com
7376,2021-02-24,17.52,dcarmichael4r@ucoz.ru
7377,2025-04-21,16.3,beacle4s@trellian.com
7378,2021-01-24,31.43,bpass3y@bizjournals.com
7379,2024-07-20,70.21,kphetheanu@china.com.cn
7380,2022-05-11,36.46,mfarquhar3s@ehow.com
7381,2023-02-18,29.83,ttrippack35@census.gov
7382,2021-01-29,24.66,rabbess2e@ning.com
7383,2023-03-16,21.67,lclutterham59@google.ca
7384,2025-12-24,51.91,dfosten2o@homestead.com
7385,2023-06-04,28.39,mgherardini19@rakuten.co.jp
7386,2025-08-31,81.95,ttrippack35@census.gov
7387,2024-01-02,15.07,vcowope5b@sbwire.com
7388,2025-10-25,89.94,aseargeant2b@psu.edu
7389,2024-06-02,73.42,wkellardb@time.com
7390,2021-08-26,60.51,abarrym@huffingtonpost.com
7391,2023-05-05,97.24,ebrownlea1y@businessweek.com
7392,2022-10-08,67.75,jjanicek4w@themeforest.net
7393,2022-09-28,42.86,awilkenson5h@bigcartel.com
7394,2024-01-28,66.01,oleneham56@amazon.co.uk
7395,2025-02-18,37.29,jbracchi45@skype.com
7396,2024-07-18,86.81,mskells1n@ifeng.com
7397,2021-06-12,74.98,fmansell5d@bloglovin.com
7398,2022-10-21,89.03,geastlake2u@friendfeed.com
7399,2025-05-21,82.36,gkeese1i@unesco.org
7400,2025-08-05,38.84,lmcnabb1@globo.com
7401,2021-01-11,7.61,dcarmichael4r@ucoz.ru
7402,2022-10-14,46.91,adugdale4f@vkontakte.ru
7403,2023-01-18,40.84,wkellardb@time.com
7404,2025-09-22,56.46,lraschd@myspace.com
7405,2022-11-16,82.31,mmurrish2m@squidoo.com
7406,2025-09-23,14.59,akorf4y@constantcontact.com
7407,2024-11-15,92.16,cbilham10@blog.com
7408,2025-06-11,86.03,awilkenson5h@bigcartel.com
7409,2022-10-10,99.58,talbarez36@indiatimes.com
7410,2021-05-09,45.3,mackerman47@indiatimes.com
7411,2024-08-18,75.36,htremmil4q@odnoklassniki.ru
7412,2024-02-05,16.0,mthompsett1j@nymag.com
7413,2023-03-23,75.2,bdobkin2a@loc.gov
7414,2023-03-05,78.0,kseery42@xinhuanet.com
7415,2025-11-04,29.75,mmewburnh@sogou.com
7416,2024-03-23,56.74,htremmil4q@odnoklassniki.ru
7417,2021-07-17,8.4,kreade53@apple.com
7418,2022-05-02,98.82,hsomertong@illinois.edu
7419,2023-07-15,61.21,mfarquhar3s@ehow.com
7420,2021-10-11,17.52,cmacgiollapheadaira@youku.com
7421,2021-07-30,9.25,twilgar3u@desdev.cn
7422,2021-01-12,95.22,jjanicek4w@themeforest.net
7423,2024-07-22,37.91,abird27@tmall.com
7424,2024-09-12,26.84,adugdale4f@vkontakte.ru
7425,2024-07-25,98.66,mcurd2p@sciencedirect.com
7426,2022-05-26,49.07,wcampe43@chron.com
7427,2023-11-20,83.03,crevington1w@google.com.hk
7428,2021-09-04,9.65,hfernyhough3n@google.es
7429,2021-11-17,15.31,myitzhakof1u@timesonline.co.uk
7430,2023-12-12,38.21,greedman18@google.com.au
7431,2024-07-28,52.01,mheistermann4o@smh.com.au
7432,2024-12-31,63.22,oleneham56@amazon.co.uk
7433,2023-07-25,26.5,cedmonston4t@sphinn.com
7434,2023-02-06,87.5,vroocrofte@sakura.ne.jp
7435,2025-12-24,73.53,glaweyl@jugem.jp
7436,2024-01-29,95.37,hcholmondeley1x@virginia.edu
7437,2025-06-28,82.44,mheistermann4o@smh.com.au
7438,2025-09-13,82.56,bcrevagh1o@wunderground.com
7439,2021-07-16,53.36,rabbess2e@ning.com
7440,2023-07-02,78.49,dsmalls4u@smh.com.au
7441,2024-06-13,9.87,kreade53@apple.com
7442,2022-08-05,80.26,bpass3y@bizjournals.com
7443,2022-10-19,47.56,fmansell5d@bloglovin.com
7444,2023-05-08,76.11,bsimmgen4a@privacy.gov.au
7445,2021-04-24,40.08,lclutterham59@google.ca
7446,2021-09-30,32.76,pmoxomz@sfgate.com
7447,2023-01-20,78.66,abird27@tmall.com
7448,2024-08-18,52.33,bdobkin2a@loc.gov
7449,2022-06-08,80.5,tcurreenj@studiopress.com
7450,2021-03-29,23.96,awilkenson5h@bigcartel.com
7451,2021-09-01,87.33,fmansell5d@bloglovin.com
7452,2023-07-10,60.41,irapaportk@yale.edu
7453,2024-06-12,42.69,vcowope5b@sbwire.com
7454,2023-02-17,52.5,aburnsall52@walmart.com
7455,2024-08-09,50.03,talbarez36@indiatimes.com
7456,2022-02-21,42.02,hhanner4n@dagondesign.com
7457,2022-04-05,61.85,jcrannis24@wsj.com
7458,2024-10-09,21.66,jjanicek4w@themeforest.net
7459,2022-12-19,73.41,myitzhakof1u@timesonline.co.uk
7460,2024-01-08,21.87,lkausche38@histats.com
7461,2021-09-26,81.14,ktregonings@shareasale.com
7462,2023-02-11,65.98,cedmonston4t@sphinn.com
7463,2021-02-18,6.01,jbamlet2x@smh.com.au
7464,2023-03-06,27.19,cveneur2d@intel.com
7465,2021-03-31,84.66,cpoleykett2w@usatoday.com
7466,2022-01-21,5.34,marmal1r@noaa.gov
7467,2022-08-22,32.67,istennes16@livejournal.com
7468,2024-05-25,28.73,klopes2i@soup.io
7469,2023-12-19,77.03,geastlake2u@friendfeed.com
7470,2024-12-26,34.33,chutchison40@digg.com
7471,2025-04-25,77.96,awilkenson5h@bigcartel.com
7472,2024-11-08,98.55,fscholey1z@dedecms.com
7473,2023-07-13,30.45,bsimmgen4a@privacy.gov.au
7474,2024-09-25,58.5,mackerman47@indiatimes.com
7475,2023-02-19,47.11,nodunniom3r@cloudflare.com
7476,2022-09-24,29.57,kdowd32@goodreads.com
7477,2023-01-12,20.7,cmeechan4k@usatoday.com
7478,2023-09-26,16.31,kbeecraft4b@flavors.me
7479,2025-04-02,78.49,eaubreyr@miitbeian.gov.cn
7480,2025-10-12,36.9,ebrownlea1y@businessweek.com
7481,2021-08-09,90.38,slawey7@g.co
7482,2021-09-30,53.12,jramage3j@ustream.tv
7483,2022-08-17,65.5,ktregonings@shareasale.com
7484,2023-06-01,33.47,gdorsayn@github.com
7485,2024-03-29,15.74,jbamlet2x@smh.com.au
7486,2022-02-25,91.41,fmansell5d@bloglovin.com
7487,2022-01-07,64.12,jjanicek4w@themeforest.net
7488,2025-10-11,23.44,ddemitris2h@illinois.edu
7489,2024-11-18,39.65,whardwicke4x@about.com
7490,2022-11-29,34.2,hcholmondeley1x@virginia.edu
7491,2025-03-29,49.06,bsimko13@cdc.gov
7492,2022-02-13,35.73,mthompsett1j@nymag.com
7493,2023-06-18,36.48,dfigure5e@list-manage.com
7494,2024-11-18,54.14,bcushionc@msn.com
7495,2021-03-30,71.88,acorson1p@hugedomains.com
7496,2022-08-12,10.25,cveneur2d@intel.com
7497,2022-12-17,66.36,bbargery5@alibaba.com
7498,2023-06-19,50.44,nfairy3a@ycombinator.com
7499,2022-06-13,29.46,dmynett1e@umn.edu
7500,2024-05-26,40.35,kdowd32@goodreads.com
7501,2025-03-15,38.49,dtowse6@hexun.com
